"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 18:49:20 GMT 2023","Wed Jul 26 18:49:22 GMT 2023","2260","","Validar o endpoint /planets","","Validar o endpoint /planets","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:32 GMT 2023","Wed Jul 26 18:49:33 GMT 2023","770","","Validar o endpoint /startships/{id}","","Validar o endpoint /startships/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:42 GMT 2023","Wed Jul 26 18:49:45 GMT 2023","2428","","Validar o endpoint /vehicles","","Validar o endpoint /vehicles","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:08 GMT 2023","Wed Jul 26 18:49:09 GMT 2023","902","","Validar o endpoint /people/{id}","","Validar o endpoint /people/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:11 GMT 2023","Wed Jul 26 18:49:15 GMT 2023","3737","","Validar o endpoint /people","","Validar o endpoint /people","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:27 GMT 2023","Wed Jul 26 18:49:30 GMT 2023","2399","","Validar o endpoint /species","","Validar o endpoint /species","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:25 GMT 2023","Wed Jul 26 18:49:25 GMT 2023","930","","Validar o endpoint /species/{id}","","Validar o endpoint /species/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:17 GMT 2023","Wed Jul 26 18:49:18 GMT 2023","1224","","Validar o endpoint /planets/{id}","","Validar o endpoint /planets/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:39 GMT 2023","Wed Jul 26 18:49:40 GMT 2023","946","","Validar o endpoint /vehicles/{id}","","Validar o endpoint /vehicles/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:48:58 GMT 2023","Wed Jul 26 18:49:06 GMT 2023","7987","","Validar o endpoint /films","","Validar o endpoint /films","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:49:35 GMT 2023","Wed Jul 26 18:49:37 GMT 2023","2390","","Validar o endpoint /startships","","Validar o endpoint /startships","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:48:54 GMT 2023","Wed Jul 26 18:48:56 GMT 2023","2244","","Validar o endpoint /films/{id}","","Validar o endpoint /films/{id}","Validar o método GET","Validar o método GET",""
